ticket_id,created_at,resolved_at,priority,category,agent,team,status,location,satisfaction_score
INC-101141,2026-02-06 11:00:00,2026-02-07 06:46:05.576291165,Medium,VPN,Alice Brown,Service Desk,Resolved,Remote,4.5
INC-100517,2026-02-06 14:00:00,2026-02-07 02:07:34.372785252,Medium,Hardware,Lina Schmitt,Service Desk,Resolved,Remote,3.2
INC-100904,2026-02-07 04:00:00,2026-02-08 20:51:31.371965931,Medium,Security Incident,Jonas Weber,Infrastructure,Closed,Berlin,4.6
INC-101004,2026-02-07 17:00:00,2026-02-08 09:14:47.472742617,Low,Network,Marta Novak,Security,Resolved,Frankfurt,4.4
INC-100375,2026-02-07 17:00:00,,Medium,Software,Lina Schmitt,Service Desk,Open,Munich,
INC-100035,2026-02-08 02:00:00,2026-02-08 08:52:49.210017723,Critical,Hardware,Alice Brown,Service Desk,Resolved,Cologne,3.7
INC-100565,2026-02-08 09:00:00,2026-02-09 20:22:03.725286247,Critical,Email,Marco Klein,Service Desk,Resolved,Cologne,3.8
INC-100362,2026-02-08 18:00:00,2026-02-09 17:36:09.071287234,Medium,Hardware,Nina Falk,Infrastructure,Resolved,Remote,4.3
INC-100358,2026-02-09 00:00:00,2026-02-10 19:21:06.871289223,Medium,Hardware,Nina Falk,Infrastructure,Closed,Hamburg,4.5
INC-100389,2026-02-09 01:00:00,2026-02-10 14:12:24.064584728,Medium,Hardware,Jonas Weber,Infrastructure,Closed,Remote,5.0
INC-100048,2026-02-09 08:00:00,2026-02-09 16:49:39.951038933,Medium,Network,Nina Falk,Infrastructure,Resolved,Munich,4.4
INC-100364,2026-02-09 10:00:00,,Medium,Software,Marco Klein,Service Desk,Open,Remote,
INC-100579,2026-02-09 10:00:00,2026-02-10 12:51:14.594256514,High,Access Request,Marco Klein,Service Desk,Resolved,Berlin,3.0
INC-100304,2026-02-10 01:00:00,2026-02-10 11:01:24.501047891,Critical,VPN,Jonas Weber,Infrastructure,Resolved,Cologne,2.7
INC-100828,2026-02-10 06:00:00,2026-02-10 15:45:48.323536428,Medium,Software,Lina Schmitt,Service Desk,Resolved,Munich,3.9
INC-100095,2026-02-10 12:00:00,,Medium,Software,Tim Bauer,Network,Open,Remote,
INC-100740,2026-02-10 14:00:00,2026-02-11 12:56:33.142341138,Medium,Network,Nina Falk,Infrastructure,Resolved,Hamburg,3.9
INC-100179,2026-02-11 03:00:00,,Low,Email,Marta Novak,Security,In Progress,Remote,
INC-100220,2026-02-11 14:00:00,2026-02-11 21:14:58.734496366,Medium,Software,Alice Brown,Service Desk,Resolved,Berlin,4.6
INC-100592,2026-02-11 15:00:00,2026-02-13 16:15:10.219067916,Medium,Email,Jonas Weber,Infrastructure,Resolved,Cologne,4.0
INC-101037,2026-02-11 16:00:00,2026-02-13 00:36:12.730630921,Medium,Network,David Ross,Infrastructure,Resolved,Hamburg,3.6
INC-100067,2026-02-12 07:00:00,2026-02-13 17:17:44.523859647,Medium,VPN,Noah Fischer,Security,Resolved,Remote,3.0
INC-100345,2026-02-12 07:00:00,2026-02-14 16:52:02.789199158,Medium,Software,David Ross,Infrastructure,Resolved,Cologne,4.3
INC-101108,2026-02-12 16:00:00,2026-02-13 20:44:33.518260619,High,Access Request,Nina Falk,Infrastructure,Resolved,Berlin,4.2
INC-100202,2026-02-13 01:00:00,2026-02-14 12:43:35.178668556,High,Software,Alice Brown,Service Desk,Closed,Berlin,3.2
INC-100843,2026-02-13 06:00:00,2026-02-14 00:40:51.947285248,Medium,Network,Lina Schmitt,Service Desk,Resolved,Berlin,3.9
INC-101154,2026-02-13 07:00:00,2026-02-14 01:17:30.793458317,Medium,Onboarding,Marta Novak,Security,Closed,Berlin,3.0
INC-100840,2026-02-13 13:00:00,,Medium,Hardware,Kevin Zhang,Network,Open,Frankfurt,
INC-100943,2026-02-14 07:00:00,2026-02-15 00:10:18.498997426,Low,Hardware,David Ross,Infrastructure,Resolved,Remote,4.3
INC-100529,2026-02-14 15:00:00,2026-02-15 10:55:10.645250622,High,Network,Emre Kaya,Applications,Closed,Remote,4.3
INC-100324,2026-02-14 20:00:00,,High,Hardware,Emre Kaya,Applications,Open,Remote,
INC-100642,2026-02-14 22:00:00,2026-02-17 06:42:49.088289891,Low,Hardware,Priya Sharma,Service Desk,Resolved,Berlin,3.6
INC-101170,2026-02-15 03:00:00,2026-02-16 20:12:58.256864691,Medium,Hardware,Marta Novak,Security,Resolved,Remote,4.9
INC-100153,2026-02-15 05:00:00,2026-02-17 15:41:37.356826551,Medium,Email,Marco Klein,Service Desk,Closed,Munich,4.6
INC-100804,2026-02-15 10:00:00,2026-02-18 10:09:41.501952627,Low,Email,Priya Sharma,Service Desk,Resolved,Berlin,4.5
INC-101103,2026-02-15 13:00:00,2026-02-17 12:33:11.438601590,Medium,Access Request,Jonas Weber,Infrastructure,Closed,Frankfurt,4.3
INC-100669,2026-02-15 13:00:00,2026-02-16 09:26:31.874201376,Medium,Network,David Ross,Infrastructure,Resolved,Munich,3.8
INC-100715,2026-02-15 19:00:00,2026-02-16 01:04:16.067061728,High,Hardware,Priya Sharma,Service Desk,Resolved,Hamburg,3.5
INC-101081,2026-02-15 21:00:00,,Medium,Hardware,Noah Fischer,Security,Pending,Cologne,
INC-100969,2026-02-15 21:00:00,2026-02-17 08:55:32.223044261,Medium,Onboarding,David Ross,Infrastructure,Resolved,Frankfurt,4.6
INC-100530,2026-02-16 00:00:00,2026-02-16 17:54:22.403366165,Medium,Software,Kevin Zhang,Network,Resolved,Berlin,3.9
INC-101006,2026-02-16 01:00:00,2026-02-19 00:04:18.249205646,Low,Hardware,Lina Schmitt,Service Desk,Resolved,Cologne,5.0
INC-100733,2026-02-16 04:00:00,,Medium,Email,Jonas Weber,Infrastructure,Open,Cologne,
INC-100061,2026-02-16 09:00:00,,Medium,Network,Lina Schmitt,Service Desk,Pending,Cologne,
INC-100527,2026-02-16 14:00:00,,Low,Hardware,Jonas Weber,Infrastructure,Open,Remote,
INC-100452,2026-02-16 22:00:00,,Medium,Security Incident,Lina Schmitt,Service Desk,Open,Remote,
INC-100586,2026-02-16 23:00:00,,High,Email,Marta Novak,Security,In Progress,Munich,
INC-100264,2026-02-17 00:00:00,,Medium,Access Request,Emre Kaya,Applications,Pending,Berlin,
INC-101067,2026-02-17 03:00:00,2026-02-19 06:46:15.905764184,Medium,Software,Olivia Reed,Network,Resolved,Munich,4.1
INC-100577,2026-02-17 04:00:00,2026-02-18 08:31:33.724558015,High,Onboarding,David Ross,Infrastructure,Resolved,Cologne,3.3
INC-100499,2026-02-17 08:00:00,2026-02-18 19:29:15.668806200,Medium,Access Request,Kevin Zhang,Network,Resolved,Frankfurt,3.3
INC-100024,2026-02-17 10:00:00,2026-02-19 14:54:33.419073467,Medium,Network,Jonas Weber,Infrastructure,Resolved,Berlin,4.1
INC-100421,2026-02-17 14:00:00,2026-02-18 19:25:14.400973687,High,Software,Olivia Reed,Network,Resolved,Cologne,1.9
INC-101182,2026-02-17 14:00:00,2026-02-17 22:06:30.775905350,Low,Hardware,Noah Fischer,Security,Closed,Frankfurt,4.4
INC-100438,2026-02-17 14:00:00,2026-02-18 13:58:37.816612530,Medium,Software,Jonas Weber,Infrastructure,Closed,Frankfurt,4.1
INC-100862,2026-02-17 16:00:00,2026-02-18 16:19:27.698658784,Low,Software,Sofia Lang,Applications,Resolved,Berlin,4.1
INC-100722,2026-02-18 11:00:00,2026-02-19 20:13:07.364898322,Medium,Network,Nina Falk,Infrastructure,Resolved,Munich,4.5
INC-100693,2026-02-18 12:00:00,2026-02-21 18:17:34.709226767,Low,Access Request,Chris Miller,Applications,Resolved,Frankfurt,3.9
INC-101143,2026-02-18 12:00:00,,Low,Security Incident,Marco Klein,Service Desk,In Progress,Remote,
INC-100470,2026-02-18 22:00:00,2026-02-19 07:25:05.128933273,Critical,Onboarding,Nina Falk,Infrastructure,Resolved,Berlin,3.6
INC-100491,2026-02-18 23:00:00,2026-02-21 09:57:06.124515569,Medium,VPN,Priya Sharma,Service Desk,Resolved,Remote,4.3
INC-100409,2026-02-19 05:00:00,2026-02-21 18:55:35.296087106,Medium,Access Request,Marta Novak,Security,Resolved,Berlin,4.8
INC-100680,2026-02-19 15:00:00,2026-02-20 07:09:41.068423461,Low,VPN,Sofia Lang,Applications,Resolved,Remote,4.3
INC-100348,2026-02-19 15:00:00,2026-02-22 13:27:42.783388865,Medium,VPN,Olivia Reed,Network,Resolved,Remote,4.2
INC-100764,2026-02-19 16:00:00,2026-02-22 21:41:02.970044799,Low,Network,Priya Sharma,Service Desk,Resolved,Frankfurt,3.9
INC-100754,2026-02-19 16:00:00,,High,VPN,Priya Sharma,Service Desk,Pending,Munich,
INC-100382,2026-02-19 20:00:00,,High,VPN,Marta Novak,Security,Open,Remote,
INC-100286,2026-02-20 01:00:00,2026-02-22 04:50:14.665473320,Medium,Hardware,Jonas Weber,Infrastructure,Resolved,Berlin,4.5
INC-100181,2026-02-20 03:00:00,2026-02-20 12:12:52.449202794,Critical,Onboarding,Lina Schmitt,Service Desk,Resolved,Cologne,3.7
INC-100319,2026-02-20 07:00:00,,Low,Access Request,Priya Sharma,Service Desk,Open,Berlin,
INC-100081,2026-02-20 16:00:00,2026-02-23 05:12:19.155684544,Low,Network,Lina Schmitt,Service Desk,Resolved,Berlin,3.3
INC-100936,2026-02-20 17:00:00,2026-02-22 10:51:45.871249800,Medium,Software,David Ross,Infrastructure,Resolved,Munich,2.8
INC-101109,2026-02-20 18:00:00,2026-02-21 00:35:29.459622529,High,Onboarding,Olivia Reed,Network,Resolved,Frankfurt,3.0
INC-100926,2026-02-22 01:00:00,2026-02-25 02:32:57.714184503,Medium,Email,Marco Klein,Service Desk,Resolved,Berlin,4.0
INC-100694,2026-02-22 01:00:00,2026-02-23 12:07:29.329731529,Medium,Onboarding,Lina Schmitt,Service Desk,Resolved,Frankfurt,4.0
INC-100383,2026-02-22 10:00:00,,High,Onboarding,Noah Fischer,Security,Open,Hamburg,
INC-100949,2026-02-22 11:00:00,,High,Software,Alice Brown,Service Desk,In Progress,Hamburg,
INC-100571,2026-02-22 17:00:00,2026-02-23 04:05:44.351686960,High,Software,David Ross,Infrastructure,Closed,Hamburg,4.7
INC-100640,2026-02-22 17:00:00,2026-02-24 20:53:11.164028151,Medium,Email,Lina Schmitt,Service Desk,Resolved,Hamburg,3.9
INC-100763,2026-02-22 18:00:00,2026-02-24 07:43:09.626487055,Low,Email,Sofia Lang,Applications,Resolved,Munich,4.0
INC-100965,2026-02-22 19:00:00,2026-02-23 22:17:51.639586121,Medium,Access Request,Marta Novak,Security,Closed,Remote,3.7
INC-100776,2026-02-23 06:00:00,2026-02-24 08:42:32.994008991,Medium,Network,Alice Brown,Service Desk,Resolved,Remote,4.3
INC-100671,2026-02-23 14:00:00,2026-02-25 17:40:27.953018352,Medium,Software,Tim Bauer,Network,Resolved,Remote,4.6
INC-100340,2026-02-23 16:00:00,2026-02-24 03:16:36.596883114,Medium,Onboarding,Marco Klein,Service Desk,Resolved,Hamburg,3.7
INC-100293,2026-02-23 21:00:00,,Medium,Network,Marco Klein,Service Desk,Pending,Frankfurt,
INC-100448,2026-02-24 08:00:00,2026-02-24 12:26:20.546490308,High,Network,Marta Novak,Security,Resolved,Berlin,3.2
INC-101083,2026-02-24 22:00:00,,High,Network,Marta Novak,Security,Pending,Remote,
INC-101054,2026-02-25 00:00:00,,Medium,Software,Marco Klein,Service Desk,Open,Munich,
INC-100274,2026-02-25 01:00:00,2026-02-25 17:13:00.024535015,High,Onboarding,Jonas Weber,Infrastructure,Resolved,Frankfurt,3.9
INC-100684,2026-02-25 03:00:00,2026-02-27 14:05:34.747936683,Medium,Software,Emre Kaya,Applications,Resolved,Berlin,3.9
INC-100515,2026-02-25 04:00:00,2026-02-26 06:33:43.406391118,High,Software,Tim Bauer,Network,Closed,Munich,3.5
INC-100195,2026-02-25 07:00:00,2026-02-25 16:39:11.066469818,Medium,Software,Marco Klein,Service Desk,Resolved,Frankfurt,4.6
INC-100683,2026-02-25 09:00:00,2026-02-27 08:22:34.074876430,Medium,Access Request,David Ross,Infrastructure,Closed,Frankfurt,3.6
INC-100451,2026-02-25 11:00:00,,Medium,Network,Emre Kaya,Applications,Open,Remote,
INC-100649,2026-02-25 12:00:00,2026-03-03 13:20:57.579438152,Low,Network,Kevin Zhang,Network,Resolved,Munich,3.2
INC-100751,2026-02-25 17:00:00,2026-02-27 13:17:08.734225425,Low,Network,Noah Fischer,Security,Resolved,Remote,3.5
INC-100999,2026-02-25 19:00:00,2026-02-28 15:14:21.895623651,Medium,Email,Noah Fischer,Security,Closed,Frankfurt,4.0
INC-100200,2026-02-25 20:00:00,,Critical,Network,Emre Kaya,Applications,Open,Hamburg,
INC-100503,2026-02-26 00:00:00,2026-03-02 12:47:43.942629223,Low,Software,Noah Fischer,Security,Resolved,Berlin,4.4
INC-100853,2026-02-26 03:00:00,2026-02-26 17:44:27.113143141,Medium,Security Incident,Tim Bauer,Network,Resolved,Hamburg,4.3
INC-100337,2026-02-26 04:00:00,2026-02-27 04:39:19.701747438,Medium,Software,Kevin Zhang,Network,Closed,Frankfurt,4.0
INC-100466,2026-02-26 21:00:00,2026-02-28 00:55:06.466750601,High,Access Request,Tim Bauer,Network,Resolved,Munich,3.9
INC-100609,2026-02-27 01:00:00,2026-02-28 01:55:06.416407108,Low,Software,Alice Brown,Service Desk,Resolved,Remote,4.0
INC-100064,2026-02-27 04:00:00,,High,Network,Alice Brown,Service Desk,Open,Cologne,
INC-100861,2026-02-27 08:00:00,2026-02-28 12:53:10.447819835,Medium,Onboarding,Noah Fischer,Security,Resolved,Remote,4.5
INC-100797,2026-02-27 09:00:00,2026-02-28 03:52:23.740043263,Medium,Access Request,David Ross,Infrastructure,Resolved,Remote,4.4
INC-100208,2026-02-27 14:00:00,2026-02-28 20:17:53.399608707,Low,Access Request,Alice Brown,Service Desk,Resolved,Frankfurt,5.0
INC-100355,2026-02-27 15:00:00,2026-03-01 08:56:03.341988081,Medium,Network,Tim Bauer,Network,Resolved,Berlin,3.9
INC-100417,2026-02-27 15:00:00,2026-02-28 06:48:54.209761550,Medium,Access Request,Chris Miller,Applications,Resolved,Munich,5.0
INC-100046,2026-02-27 23:00:00,2026-02-28 08:31:49.066619507,Critical,Network,Tim Bauer,Network,Resolved,Munich,4.7
INC-100959,2026-02-28 03:00:00,2026-03-03 06:17:13.097593345,Low,Email,Sofia Lang,Applications,Resolved,Hamburg,4.6
INC-100404,2026-02-28 05:00:00,2026-02-28 06:39:30.473595478,High,Hardware,Lina Schmitt,Service Desk,Closed,Frankfurt,3.2
INC-100441,2026-02-28 13:00:00,2026-03-01 20:22:13.159872362,Medium,Hardware,Marco Klein,Service Desk,Resolved,Munich,3.1
INC-100947,2026-02-28 14:00:00,,Low,Hardware,Marco Klein,Service Desk,In Progress,Remote,
INC-100325,2026-03-01 00:00:00,2026-03-01 18:04:18.346928691,Medium,Software,Lina Schmitt,Service Desk,Closed,Remote,2.9
INC-100012,2026-03-01 03:00:00,2026-03-01 23:29:09.281574189,High,Software,Sofia Lang,Applications,Resolved,Remote,3.4
INC-100594,2026-03-02 02:00:00,,Low,Access Request,Olivia Reed,Network,Pending,Remote,
INC-100914,2026-03-02 04:00:00,,Medium,Access Request,Noah Fischer,Security,In Progress,Berlin,
INC-100894,2026-03-02 05:00:00,2026-03-02 13:07:18.410087823,Medium,VPN,Marta Novak,Security,Resolved,Remote,4.1
INC-100851,2026-03-02 05:00:00,2026-03-04 09:44:26.147273068,Medium,VPN,Marta Novak,Security,Resolved,Remote,3.3
INC-101198,2026-03-02 15:00:00,2026-03-03 01:11:50.629766395,High,Hardware,Lina Schmitt,Service Desk,Resolved,Munich,3.3
INC-100141,2026-03-02 20:00:00,2026-03-03 16:58:09.109554928,Medium,Hardware,Alice Brown,Service Desk,Resolved,Remote,3.7
INC-100555,2026-03-03 06:00:00,,Medium,Software,David Ross,Infrastructure,In Progress,Hamburg,
INC-100772,2026-03-03 18:00:00,2026-03-03 20:02:13.554206947,Critical,Network,Kevin Zhang,Network,Resolved,Hamburg,3.9
INC-101082,2026-03-04 09:00:00,2026-03-04 21:26:02.492198024,Medium,Access Request,Marta Novak,Security,Resolved,Hamburg,3.9
INC-100265,2026-03-04 12:00:00,2026-03-07 11:57:26.074704387,Medium,Software,Priya Sharma,Service Desk,Resolved,Berlin,3.7
INC-101088,2026-03-04 16:00:00,2026-03-05 09:33:48.784292883,Medium,VPN,Jonas Weber,Infrastructure,Resolved,Cologne,3.4
INC-100347,2026-03-04 22:00:00,,High,Access Request,Chris Miller,Applications,Pending,Berlin,
INC-100356,2026-03-05 04:00:00,2026-03-06 18:42:57.351304927,Medium,Onboarding,Kevin Zhang,Network,Closed,Frankfurt,4.4
INC-100145,2026-03-05 05:00:00,2026-03-06 01:58:55.650460620,High,Security Incident,Nina Falk,Infrastructure,Closed,Frankfurt,2.7
INC-100511,2026-03-05 16:00:00,,Critical,VPN,Alice Brown,Service Desk,Open,Remote,
INC-101056,2026-03-05 21:00:00,,High,VPN,Nina Falk,Infrastructure,In Progress,Cologne,
INC-101117,2026-03-05 22:00:00,2026-03-07 12:32:37.890312180,Medium,Hardware,Marco Klein,Service Desk,Resolved,Cologne,4.5
INC-100161,2026-03-06 01:00:00,2026-03-06 02:54:24.869156008,Critical,Network,Emre Kaya,Applications,Resolved,Remote,3.2
INC-100691,2026-03-06 04:00:00,2026-03-08 19:11:03.406207852,Low,VPN,David Ross,Infrastructure,Resolved,Berlin,3.7
INC-100810,2026-03-06 06:00:00,2026-03-07 00:59:30.367907296,High,Software,Chris Miller,Applications,Resolved,Remote,4.6
INC-100401,2026-03-06 12:00:00,2026-03-07 03:43:59.969367861,Low,Access Request,Marco Klein,Service Desk,Closed,Hamburg,3.5
INC-101169,2026-03-06 13:00:00,,Medium,Network,Alice Brown,Service Desk,Open,Frankfurt,
INC-100820,2026-03-06 18:00:00,2026-03-07 13:40:00.500660144,High,Onboarding,Kevin Zhang,Network,Resolved,Hamburg,4.4
